classification	reason	file	line	column	value	context	decision	rationale
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	193	155	when ChargeCategory is `Purchase`	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Outer quotation contains inline-code examples or comparison terminology and is not itself a string data value.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	193	194	ChargeCategory MAY be `Usage`	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Outer quotation contains inline-code examples or comparison terminology and is not itself a string data value.
value_high	Entity predicate (ChargeCategory)	guidelines/contributors/editorial-guidelines.md	193	239	equals	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Outer quotation contains inline-code examples or comparison terminology and is not itself a string data value.
value_high	Normative entity context (ChargeCategory)	guidelines/contributors/editorial-guidelines.md	193	251	equal	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Outer quotation contains inline-code examples or comparison terminology and is not itself a string data value.
value_high	Normative entity context (ChargeCategory)	guidelines/contributors/editorial-guidelines.md	193	307	greater than or equal to	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Outer quotation contains inline-code examples or comparison terminology and is not itself a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	194	87	greater than or equal to	"* **Inequalities:** When expressing range or directional limits, the standard phrases ""greater than or equal to"" and ""less than or equal to"" MUST be used, even for non-numeric data types like timestamps or dates (e.g., ""BillingPeriodLastUpdated MUST be greater than or equal to BillingPeriodCreated"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	194	118	less than or equal to	"* **Inequalities:** When expressing range or directional limits, the standard phrases ""greater than or equal to"" and ""less than or equal to"" MUST be used, even for non-numeric data types like timestamps or dates (e.g., ""BillingPeriodLastUpdated MUST be greater than or equal to BillingPeriodCreated"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	194	220	BillingPeriodLastUpdated MUST be greater than or equal to BillingPeriodCreated	"* **Inequalities:** When expressing range or directional limits, the standard phrases ""greater than or equal to"" and ""less than or equal to"" MUST be used, even for non-numeric data types like timestamps or dates (e.g., ""BillingPeriodLastUpdated MUST be greater than or equal to BillingPeriodCreated"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	195	148	equivalent	"* **Semantic Comparisons:** When comparing concepts, formats, or values that share the same meaning but may not be strictly identical strings, use ""equivalent"" or ""semantically equivalent"" (e.g., ""PricingUnit MUST be semantically equivalent to the corresponding pricing measurement unit...""). Do not use ""equal""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	195	164	semantically equivalent	"* **Semantic Comparisons:** When comparing concepts, formats, or values that share the same meaning but may not be strictly identical strings, use ""equivalent"" or ""semantically equivalent"" (e.g., ""PricingUnit MUST be semantically equivalent to the corresponding pricing measurement unit...""). Do not use ""equal""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	195	197	PricingUnit MUST be semantically equivalent to the corresponding pricing measurement unit...	"* **Semantic Comparisons:** When comparing concepts, formats, or values that share the same meaning but may not be strictly identical strings, use ""equivalent"" or ""semantically equivalent"" (e.g., ""PricingUnit MUST be semantically equivalent to the corresponding pricing measurement unit...""). Do not use ""equal""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Entity predicate (PricingUnit)	guidelines/contributors/editorial-guidelines.md	195	305	equal	"* **Semantic Comparisons:** When comparing concepts, formats, or values that share the same meaning but may not be strictly identical strings, use ""equivalent"" or ""semantically equivalent"" (e.g., ""PricingUnit MUST be semantically equivalent to the corresponding pricing measurement unit...""). Do not use ""equal""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	245	72	... MUST adhere to the following requirements:	"> **Note:** Authors SHOULD prefer stable introductory patterns such as ""... MUST adhere to the following requirements:"" within the same section unless contextual variation improves readability."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	254	110	one	"* **Spelling Out Numbers**: In standard prose, numbers zero through nine MUST be spelled out as words (e.g., ""one"", ""two"", ""nine""), while numbers 10 and above MUST be written as numerals (e.g., ""10"", ""42"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	254	117	two	"* **Spelling Out Numbers**: In standard prose, numbers zero through nine MUST be spelled out as words (e.g., ""one"", ""two"", ""nine""), while numbers 10 and above MUST be written as numerals (e.g., ""10"", ""42"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	254	124	nine	"* **Spelling Out Numbers**: In standard prose, numbers zero through nine MUST be spelled out as words (e.g., ""one"", ""two"", ""nine""), while numbers 10 and above MUST be written as numerals (e.g., ""10"", ""42"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	254	195	10	"* **Spelling Out Numbers**: In standard prose, numbers zero through nine MUST be spelled out as words (e.g., ""one"", ""two"", ""nine""), while numbers 10 and above MUST be written as numerals (e.g., ""10"", ""42"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	254	201	42	"* **Spelling Out Numbers**: In standard prose, numbers zero through nine MUST be spelled out as words (e.g., ""one"", ""two"", ""nine""), while numbers 10 and above MUST be written as numerals (e.g., ""10"", ""42"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	278	101	Requirements	"* **Normative Scope:** Normative requirements (those using BCP-14 keywords) MUST appear only in the ""Requirements"" section."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	280	117	Requirements	"* **No Normative Leakage:** Normative keywords (MUST, SHOULD, MAY, etc.) MUST NOT be used in any section other than ""Requirements""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	16	136	Add data generator-calculated shared cost allocation	"* **Use correct sentence structure.** Pick whichever reads best between: Verb + Target + Qualifier OR Verb + Qualifier + Target (e.g., ""Add data generator-calculated shared cost allocation"" vs. ""Standardize tag export across clouds"")"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	16	195	Standardize tag export across clouds	"* **Use correct sentence structure.** Pick whichever reads best between: Verb + Target + Qualifier OR Verb + Qualifier + Target (e.g., ""Add data generator-calculated shared cost allocation"" vs. ""Standardize tag export across clouds"")"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	17	53	Add daily amortized cost	"* **Describe the outcome, not the implementation.** ""Add daily amortized cost"" > ""Create SQL to amortize daily"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	17	82	Create SQL to amortize daily	"* **Describe the outcome, not the implementation.** ""Add daily amortized cost"" > ""Create SQL to amortize daily"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	18	61	Add RI coverage metric	"* **Sentence case; acronyms uppercase; no ALL-CAPS words.** ""Add RI coverage metric"" not ""ADD RI COVERAGE METRIC"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	18	90	ADD RI COVERAGE METRIC	"* **Sentence case; acronyms uppercase; no ALL-CAPS words.** ""Add RI coverage metric"" not ""ADD RI COVERAGE METRIC"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	20	94	And	"* **Express one concept per title.** If you need two independent changes, create two issues. ""And"" and ""or"" are indications that multiple issues are needed"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	20	104	or	"* **Express one concept per title.** If you need two independent changes, create two issues. ""And"" and ""or"" are indications that multiple issues are needed"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	21	59	the,	"* **Trim filler words unless they improve clarity.** Drop ""the,"" ""of,"" ""for,"" etc., where possible to save space"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	21	66	of,	"* **Trim filler words unless they improve clarity.** Drop ""the,"" ""of,"" ""for,"" etc., where possible to save space"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	21	72	for,	"* **Trim filler words unless they improve clarity.** Drop ""the,"" ""of,"" ""for,"" etc., where possible to save space"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	63	72	add column X to the dataset	"| Fails (below bar) | Describes a solution instead of a problem (e.g., ""add column X to the dataset""). Too vague to act on (e.g., ""improve billing""). Restates the use case instead of identifying the underlying gap. Contains implementation language (column names, data types, JSON structures) rather than describing what practitioners cannot do. |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	63	131	improve billing	"| Fails (below bar) | Describes a solution instead of a problem (e.g., ""add column X to the dataset""). Too vague to act on (e.g., ""improve billing""). Restates the use case instead of identifying the underlying gap. Contains implementation language (column names, data types, JSON structures) rather than describing what practitioners cannot do. |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	81	26	As a / I need / So that	"The use case follows the ""As a / I need / So that"" format. It is scoped to a single capability and describes a practitioner need, not an implementation detail."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	85	174	I need	"| Passes | Follows the As a / I need / So that structure. Scoped to one capability. Describes what the practitioner needs to accomplish, not how the spec should change. The ""I need"" clause references data or analysis, not spec mechanics. |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	86	188	I need commitment tracking, optimization, and renewal planning	"| Fails (below bar) | Solution-oriented: describes spec changes or column additions rather than practitioner needs. Too broad: bundles multiple capabilities into a single use case (e.g., ""I need commitment tracking, optimization, and renewal planning""). Mixes dimensions and metrics in a single request. The ""So that"" clause is missing or generic (e.g., ""so that I can use the data""). |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	86	309	So that	"| Fails (below bar) | Solution-oriented: describes spec changes or column additions rather than practitioner needs. Too broad: bundles multiple capabilities into a single use case (e.g., ""I need commitment tracking, optimization, and renewal planning""). Mixes dimensions and metrics in a single request. The ""So that"" clause is missing or generic (e.g., ""so that I can use the data""). |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	86	355	so that I can use the data	"| Fails (below bar) | Solution-oriented: describes spec changes or column additions rather than practitioner needs. Too broad: bundles multiple capabilities into a single use case (e.g., ""I need commitment tracking, optimization, and renewal planning""). Mixes dimensions and metrics in a single request. The ""So that"" clause is missing or generic (e.g., ""so that I can use the data""). |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	99	18	so that	"> Fails (generic ""so that""):"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	106	101	FOCUS adds a column for X.	"1. **Practitioner-centric**: States what a practitioner, data engineer, or finance team can do. Not ""FOCUS adds a column for X."""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	109	77	data is available from all supporting data generators	"4. **Specific**: Tied to this FR's domain, not generic to any FR (e.g., not ""data is available from all supporting data generators"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	114	26	Practitioners can [identify/query/segment] [specific data point] for [purpose]	"* **Data availability**: ""Practitioners can [identify/query/segment] [specific data point] for [purpose]"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	115	35	[Data/concept] is consistently [represented/structured] across data generators that support this capability	"* **Cross-provider consistency**: ""[Data/concept] is consistently [represented/structured] across data generators that support this capability"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	116	22	Practitioners can [perform analysis/build report] using [the data] without [manual step/external data]	"* **Actionability**: ""Practitioners can [perform analysis/build report] using [the data] without [manual step/external data]"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	117	16	[Concept A] is clearly [distinguishable/defined] relative to [Concept B]	"* **Clarity**: ""[Concept A] is clearly [distinguishable/defined] relative to [Concept B]"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	118	17	Data generators have clear guidance on [how to represent/when to populate] [the data]	"* **Guidance**: ""Data generators have clear guidance on [how to represent/when to populate] [the data]"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	123	83	Column X is added to the dataset	"| Fails (below bar) | Describes implementation changes instead of outcomes (e.g., ""Column X is added to the dataset""). Contains solution content misplaced from the Proposed Solution section. Not testable against a dataset. Too vague to verify (e.g., ""improved consistency""). Criteria are redundant with each other. |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	123	251	improved consistency	"| Fails (below bar) | Describes implementation changes instead of outcomes (e.g., ""Column X is added to the dataset""). Contains solution content misplaced from the Proposed Solution section. Not testable against a dataset. Too vague to verify (e.g., ""improved consistency""). Criteria are redundant with each other. |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	224	86	ready	"An FR with zero `needs` and `revise` labels has cleared the quality bar. No separate ""ready"" or ""approved"" label is needed. The absence of triage labels is the positive signal."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	224	97	approved	"An FR with zero `needs` and `revise` labels has cleared the quality bar. No separate ""ready"" or ""approved"" label is needed. The absence of triage labels is the positive signal."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	228	76	Under Consideration.	"If an FR still carries any `needs` or `revise` label, it cannot advance to ""Under Consideration."" The PM may begin Maintainer Assessment work in parallel while labels are being resolved, but the FR cannot exit triage until all `needs` and `revise` labels are cleared."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	230	201	which sub-label?	"The specific failure mode behind a `revise` label (e.g., solution-oriented vs. too broad) belongs in the triage comment on the issue, not in the label. This reduces label proliferation and avoids the ""which sub-label?"" question during triage."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	246	127	Needs More Info.	"* If not: apply the relevant `needs` label(s), comment on the issue explaining what is missing, and set the project status to ""Needs More Info."""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	253	143	Needs More Info.	"* If not: apply the relevant `revise` label(s), comment on the issue with specific feedback on what to improve, and set the project status to ""Needs More Info."""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	260	154	Needs More Info.	"* If the FR bundles multiple capabilities: apply `needs splitting`, comment with a recommendation for how to decompose it, and set the project status to ""Needs More Info."""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	261	160	Needs More Info.	"* If the FR scope is unclear or ambiguity is too high to estimate: apply `needs scoping`, comment with what needs clarification, and set the project status to ""Needs More Info."""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	262	184	Needs More Info.	"* If the FR contains out-of-scope elements (e.g., telemetry, non-billing data): apply `needs scoping`, comment asking the submitter to revise the scope, and set the project status to ""Needs More Info."" This is rare but ensures the unresolved state is trackable."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	275	40	increases ambiguity	"FRs where multiple factors fall in the ""increases ambiguity"" column should receive `needs scoping` until the key questions are resolved."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	288	12	Under Consideration	"**Entry to ""Under Consideration""** requires: zero `needs` or `revise` labels remaining AND Maintainer Assessment sections complete."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	301	3	substantive update	"A ""substantive update"" means the submitter edited the FR to address the labeled issues. A ""still interested"" comment without changes does not count."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	301	91	still interested	"A ""substantive update"" means the submitter edited the FR to address the labeled issues. A ""still interested"" comment without changes does not count."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	259	14	Open with Code	"* ✅ Add ""Open with Code"" action to Windows Explorer file context menu"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	260	14	Open with Code	"* ✅ Add ""Open with Code"" action to Windows Explorer directory context menu"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	282	9	deb [arch=amd64,arm64,armhf signed-by=/etc/apt/trusted.gpg.d/packages.microsoft.gpg] https://packages.microsoft.com/repos/code stable main	"echo ""deb [arch=amd64,arm64,armhf signed-by=/etc/apt/trusted.gpg.d/packages.microsoft.gpg] https://packages.microsoft.com/repos/code stable main"" | sudo tee /etc/apt/sources.list.d/vscode.list"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	301	9	GitHub: Sign in	"3. Type ""GitHub: Sign in"" and select it"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	302	11	Allow	"4. Choose ""Allow"" to open GitHub in your browser"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	334	34	current directory	"3. Type: `code .` (the dot means ""current directory"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	371	47	fixes #123	"3. Link commits to issues using keywords like ""fixes #123"""	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	545	15	+1	"* **Spam with ""+1"" comments** - use the thumbs up reaction instead"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	546	9	when will this be fixed?	"* **Ask ""when will this be fixed?""** - maintainers work on volunteer time"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	613	49	Preview	"* Preview your comment before posting using the ""Preview"" tab"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	684	107	feature branch	"When someone creates a pull request, they're proposing to merge changes from one branch (usually called a ""feature branch"") into another branch (usually ""main"" or ""master""). To work on a pull request, you need to check out the feature branch."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	684	154	main	"When someone creates a pull request, they're proposing to merge changes from one branch (usually called a ""feature branch"") into another branch (usually ""main"" or ""master""). To work on a pull request, you need to check out the feature branch."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	684	164	master	"When someone creates a pull request, they're proposing to merge changes from one branch (usually called a ""feature branch"") into another branch (usually ""main"" or ""master""). To work on a pull request, you need to check out the feature branch."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	698	10	Current branch	"3. Click ""Current branch"" at the top"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	699	10	New branch	"4. Click ""New branch"""	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	701	10	Create branch	"6. Click ""Create branch"""	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	716	44	Add user authentication form	"* **Summary**: Brief description (e.g., ""Add user authentication form"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	718	10	Commit to [your-branch-name]	"5. Click ""Commit to [your-branch-name]"""	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	722	33	Publish branch	"1. After committing, you'll see ""Publish branch"" or ""Push origin"""	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	722	53	Push origin	"1. After committing, you'll see ""Publish branch"" or ""Push origin"""	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	727	31	Create Pull Request	"1. GitHub Desktop will show a ""Create Pull Request"" button - click it"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/github-guidelines.md	730	10	Compare & pull request	"4. Click ""Compare & pull request"""	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
