classification	reason	file	line	column	value	context	decision	rationale
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	31	66	Cost vs. Usage Analysis	"- Technical exception 'vs.' (e.g., ""Cost Vs. Usage Analysis"" → ""Cost vs. Usage Analysis"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	32	38	Cost &amp; Usage Analysis	"- HTML entities are ignored (e.g., ""Cost &amp; Usage Analysis"" passes without errors)"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	33	48	Database-As-A-Service	"- Minor words in hyphenated compounds (e.g., ""Database-As-A-Service"" → ""Database-as-a-Service"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	33	74	Database-as-a-Service	"- Minor words in hyphenated compounds (e.g., ""Database-As-A-Service"" → ""Database-as-a-Service"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	34	61	PaaS: Database-As-A-Service	"- Minor words in hyphenated compounds after colons (e.g., ""PaaS: Database-As-A-Service"" → ""PaaS: Database-as-a-Service"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	34	93	PaaS: Database-as-a-Service	"- Minor words in hyphenated compounds after colons (e.g., ""PaaS: Database-As-A-Service"" → ""PaaS: Database-as-a-Service"")"	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	118	12	pymarkdownlnt not found	"**Issue:** ""pymarkdownlnt not found"""	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/LINTER-TESTS-README.md	121	12	enhanced_markdown_lint.py not found	"**Issue:** ""enhanced_markdown_lint.py not found"""	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/test_linter_violations.md	126	48	as	"Testing hyphenated compound with minor words - ""as"" and ""a"" should be lowercase even after colon."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/test_linter_violations.md	126	57	a	"Testing hyphenated compound with minor words - ""as"" and ""a"" should be lowercase even after colon."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/test_linter_violations.md	134	46	at	"Testing hyphenated compound where minor word ""at"" at start should be capitalized."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	custom_linter_rules/tests/test_linter_violations.md	138	35	bat	"Testing hyphenated compound where ""bat"" at end should be capitalized."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
exclude_json	JSON syntax	guidelines/contributors/decision-brief-guidelines.md	126	84	The specification will adopt Position A: ContractedCost is required for all commitment-based pricing.	"**Final decision:** [State the decision clearly in one declarative sentence, e.g., ""The specification will adopt Position A: ContractedCost is required for all commitment-based pricing.""]"	skip_json	Double quotes are required by JSON or embedded code syntax.
ambiguous	No deterministic value relationship	guidelines/contributors/development-processes.md	46	44	Feature	"Feature Request Issues will have the Type: ""Feature"" and Label: ""feature"", and be associated with the FOCUS WG project."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/development-processes.md	46	65	feature	"Feature Request Issues will have the Type: ""Feature"" and Label: ""feature"", and be associated with the FOCUS WG project."	skip_manual_review	Human-reviewed ordinary quotation, terminology, identifier, or format notation rather than a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	3	5	Editorial Style Guidelines	"The ""Editorial Style Guidelines"" section ensures consistency and clarity across all documentation. Adhering to these guidelines is crucial for maintaining a unified style, which enhances readability and reduces misinterpretation. By following the specified standards—whether in formatting, linking, or structuring information—we ensure that all documents are professional, clear, and aligned with our editorial principles. Consistent application of these guidelines contributes to high-quality, user-friendly documentation."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	74	15	Usage	"* ""Usage""<br>"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	75	15	Tax	"* ""Tax""<br>"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	76	15	TB	"* ""TB""<br>"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Entity predicate (ChargeCategory)	guidelines/contributors/editorial-guidelines.md	80	64	Tax	"&nbsp;&nbsp; * MUST be null when ChargeCategory is ""Tax"" ..."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	191	27	equal	"* **Numeric Values:** Use ""equal"" or ""be equal to"" when comparing numeric values, costs, quantities, or mathematical sums (e.g., ""ContractedCost MUST be equal to BilledCost""). Do not use ""match""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	191	38	be equal to	"* **Numeric Values:** Use ""equal"" or ""be equal to"" when comparing numeric values, costs, quantities, or mathematical sums (e.g., ""ContractedCost MUST be equal to BilledCost""). Do not use ""match""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	191	130	ContractedCost MUST be equal to BilledCost	"* **Numeric Values:** Use ""equal"" or ""be equal to"" when comparing numeric values, costs, quantities, or mathematical sums (e.g., ""ContractedCost MUST be equal to BilledCost""). Do not use ""match""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Entity predicate (ContractedCost)	guidelines/contributors/editorial-guidelines.md	191	188	match	"* **Numeric Values:** Use ""equal"" or ""be equal to"" when comparing numeric values, costs, quantities, or mathematical sums (e.g., ""ContractedCost MUST be equal to BilledCost""). Do not use ""match""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	192	36	match	"* **Identifiers and Strings:** Use ""match"" when comparing strings, IDs, or names (e.g., ""HostProviderName MUST match ServiceProviderName""). Do not use ""equal""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	192	89	HostProviderName MUST match ServiceProviderName	"* **Identifiers and Strings:** Use ""match"" when comparing strings, IDs, or names (e.g., ""HostProviderName MUST match ServiceProviderName""). Do not use ""equal""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Entity predicate (ServiceProviderName)	guidelines/contributors/editorial-guidelines.md	192	152	equal	"* **Identifiers and Strings:** Use ""match"" when comparing strings, IDs, or names (e.g., ""HostProviderName MUST match ServiceProviderName""). Do not use ""equal""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	193	51	to be	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	193	66	is	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	193	72	are	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	193	79	be	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	193	155	when ChargeCategory is `Purchase`	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Outer quotation contains inline-code examples or comparison terminology and is not itself a string data value.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	193	194	ChargeCategory MAY be `Usage`	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Outer quotation contains inline-code examples or comparison terminology and is not itself a string data value.
value_high	Entity predicate (ChargeCategory)	guidelines/contributors/editorial-guidelines.md	193	239	equals	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Outer quotation contains inline-code examples or comparison terminology and is not itself a string data value.
value_high	Normative entity context (ChargeCategory)	guidelines/contributors/editorial-guidelines.md	193	251	equal	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Outer quotation contains inline-code examples or comparison terminology and is not itself a string data value.
value_high	Normative entity context (ChargeCategory)	guidelines/contributors/editorial-guidelines.md	193	307	greater than or equal to	"* **State and Conditions:** Use forms of the verb ""to be"" (e.g., ""is"", ""are"", ""be"") when evaluating if a column contains a specific value or state (e.g., ""when ChargeCategory is `Purchase`"" or ""ChargeCategory MAY be `Usage`""). Do not use ""equals"" or ""equal"", **except** when evaluating inequalities (e.g., ""greater than or equal to"")."	skip_guidance_reviewed	Outer quotation contains inline-code examples or comparison terminology and is not itself a string data value.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	194	87	greater than or equal to	"* **Inequalities:** When expressing range or directional limits, the standard phrases ""greater than or equal to"" and ""less than or equal to"" MUST be used, even for non-numeric data types like timestamps or dates (e.g., ""BillingPeriodLastUpdated MUST be greater than or equal to BillingPeriodCreated"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	194	118	less than or equal to	"* **Inequalities:** When expressing range or directional limits, the standard phrases ""greater than or equal to"" and ""less than or equal to"" MUST be used, even for non-numeric data types like timestamps or dates (e.g., ""BillingPeriodLastUpdated MUST be greater than or equal to BillingPeriodCreated"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	194	220	BillingPeriodLastUpdated MUST be greater than or equal to BillingPeriodCreated	"* **Inequalities:** When expressing range or directional limits, the standard phrases ""greater than or equal to"" and ""less than or equal to"" MUST be used, even for non-numeric data types like timestamps or dates (e.g., ""BillingPeriodLastUpdated MUST be greater than or equal to BillingPeriodCreated"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	195	148	equivalent	"* **Semantic Comparisons:** When comparing concepts, formats, or values that share the same meaning but may not be strictly identical strings, use ""equivalent"" or ""semantically equivalent"" (e.g., ""PricingUnit MUST be semantically equivalent to the corresponding pricing measurement unit...""). Do not use ""equal""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	195	164	semantically equivalent	"* **Semantic Comparisons:** When comparing concepts, formats, or values that share the same meaning but may not be strictly identical strings, use ""equivalent"" or ""semantically equivalent"" (e.g., ""PricingUnit MUST be semantically equivalent to the corresponding pricing measurement unit...""). Do not use ""equal""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/editorial-guidelines.md	195	197	PricingUnit MUST be semantically equivalent to the corresponding pricing measurement unit...	"* **Semantic Comparisons:** When comparing concepts, formats, or values that share the same meaning but may not be strictly identical strings, use ""equivalent"" or ""semantically equivalent"" (e.g., ""PricingUnit MUST be semantically equivalent to the corresponding pricing measurement unit...""). Do not use ""equal""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Entity predicate (PricingUnit)	guidelines/contributors/editorial-guidelines.md	195	305	equal	"* **Semantic Comparisons:** When comparing concepts, formats, or values that share the same meaning but may not be strictly identical strings, use ""equivalent"" or ""semantically equivalent"" (e.g., ""PricingUnit MUST be semantically equivalent to the corresponding pricing measurement unit...""). Do not use ""equal""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Entity predicate (ChargeCategory)	guidelines/contributors/editorial-guidelines.md	227	45	Tax	"* ... MUST be null when ChargeCategory is ""Tax""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Entity predicate (ChargeCategory)	guidelines/contributors/editorial-guidelines.md	228	45	Adjustment	"* ... MUST be null when ChargeCategory is ""Adjustment""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	245	72	... MUST adhere to the following requirements:	"> **Note:** Authors SHOULD prefer stable introductory patterns such as ""... MUST adhere to the following requirements:"" within the same section unless contextual variation improves readability."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	254	110	one	"* **Spelling Out Numbers**: In standard prose, numbers zero through nine MUST be spelled out as words (e.g., ""one"", ""two"", ""nine""), while numbers 10 and above MUST be written as numerals (e.g., ""10"", ""42"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	254	117	two	"* **Spelling Out Numbers**: In standard prose, numbers zero through nine MUST be spelled out as words (e.g., ""one"", ""two"", ""nine""), while numbers 10 and above MUST be written as numerals (e.g., ""10"", ""42"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	254	124	nine	"* **Spelling Out Numbers**: In standard prose, numbers zero through nine MUST be spelled out as words (e.g., ""one"", ""two"", ""nine""), while numbers 10 and above MUST be written as numerals (e.g., ""10"", ""42"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	254	195	10	"* **Spelling Out Numbers**: In standard prose, numbers zero through nine MUST be spelled out as words (e.g., ""one"", ""two"", ""nine""), while numbers 10 and above MUST be written as numerals (e.g., ""10"", ""42"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	254	201	42	"* **Spelling Out Numbers**: In standard prose, numbers zero through nine MUST be spelled out as words (e.g., ""one"", ""two"", ""nine""), while numbers 10 and above MUST be written as numerals (e.g., ""10"", ""42"")."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	278	101	Requirements	"* **Normative Scope:** Normative requirements (those using BCP-14 keywords) MUST appear only in the ""Requirements"" section."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	280	117	Requirements	"* **No Normative Leakage:** Normative keywords (MUST, SHOULD, MAY, etc.) MUST NOT be used in any section other than ""Requirements""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Entity predicate (PricingQuantity)	guidelines/contributors/editorial-guidelines.md	414	100	Tax	">   * PricingQuantity MUST be null when [ChargeCategory](#datasets.costandusage.chargecategory) is ""Tax""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Entity predicate (PricingQuantity)	guidelines/contributors/editorial-guidelines.md	415	63	Usage	">   * PricingQuantity MUST NOT be null when ChargeCategory is ""Usage"" or ""Purchase"" and [ChargeClass](#datasets.costandusage.chargeclass) is not ""Correction""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Normative entity context (PricingQuantity)	guidelines/contributors/editorial-guidelines.md	415	74	Purchase	">   * PricingQuantity MUST NOT be null when ChargeCategory is ""Usage"" or ""Purchase"" and [ChargeClass](#datasets.costandusage.chargeclass) is not ""Correction""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Entity predicate (PricingQuantity)	guidelines/contributors/editorial-guidelines.md	415	146	Correction	">   * PricingQuantity MUST NOT be null when ChargeCategory is ""Usage"" or ""Purchase"" and [ChargeClass](#datasets.costandusage.chargeclass) is not ""Correction""."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	433	216	Purchase	"> **Aggregation:** When aggregating Pricing Quantity for commitment utilization calculations, it's important to exclude [*commitment discount*](#glossary:commitment-discount) purchases (i.e. when Charge Category is ""Purchase"") that are paid to cover future eligible [*charges*](#glossary:charge) (e.g., *commitment discount*). Otherwise, when accounting for all upfront or accrued purchases, it's important to exclude *commitment discount* usage (i.e. when Charge Category is ""Usage""). This exclusion helps prevent double counting of these quantities in the aggregation."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/editorial-guidelines.md	433	477	Usage	"> **Aggregation:** When aggregating Pricing Quantity for commitment utilization calculations, it's important to exclude [*commitment discount*](#glossary:commitment-discount) purchases (i.e. when Charge Category is ""Purchase"") that are paid to cover future eligible [*charges*](#glossary:charge) (e.g., *commitment discount*). Otherwise, when accounting for all upfront or accrued purchases, it's important to exclude *commitment discount* usage (i.e. when Charge Category is ""Usage""). This exclusion helps prevent double counting of these quantities in the aggregation."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	16	136	Add data generator-calculated shared cost allocation	"* **Use correct sentence structure.** Pick whichever reads best between: Verb + Target + Qualifier OR Verb + Qualifier + Target (e.g., ""Add data generator-calculated shared cost allocation"" vs. ""Standardize tag export across clouds"")"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	16	195	Standardize tag export across clouds	"* **Use correct sentence structure.** Pick whichever reads best between: Verb + Target + Qualifier OR Verb + Qualifier + Target (e.g., ""Add data generator-calculated shared cost allocation"" vs. ""Standardize tag export across clouds"")"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	17	53	Add daily amortized cost	"* **Describe the outcome, not the implementation.** ""Add daily amortized cost"" > ""Create SQL to amortize daily"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	17	82	Create SQL to amortize daily	"* **Describe the outcome, not the implementation.** ""Add daily amortized cost"" > ""Create SQL to amortize daily"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	18	61	Add RI coverage metric	"* **Sentence case; acronyms uppercase; no ALL-CAPS words.** ""Add RI coverage metric"" not ""ADD RI COVERAGE METRIC"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	18	90	ADD RI COVERAGE METRIC	"* **Sentence case; acronyms uppercase; no ALL-CAPS words.** ""Add RI coverage metric"" not ""ADD RI COVERAGE METRIC"""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	20	94	And	"* **Express one concept per title.** If you need two independent changes, create two issues. ""And"" and ""or"" are indications that multiple issues are needed"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	20	104	or	"* **Express one concept per title.** If you need two independent changes, create two issues. ""And"" and ""or"" are indications that multiple issues are needed"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	21	59	the,	"* **Trim filler words unless they improve clarity.** Drop ""the,"" ""of,"" ""for,"" etc., where possible to save space"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	21	66	of,	"* **Trim filler words unless they improve clarity.** Drop ""the,"" ""of,"" ""for,"" etc., where possible to save space"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	21	72	for,	"* **Trim filler words unless they improve clarity.** Drop ""the,"" ""of,"" ""for,"" etc., where possible to save space"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	63	72	add column X to the dataset	"| Fails (below bar) | Describes a solution instead of a problem (e.g., ""add column X to the dataset""). Too vague to act on (e.g., ""improve billing""). Restates the use case instead of identifying the underlying gap. Contains implementation language (column names, data types, JSON structures) rather than describing what practitioners cannot do. |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	63	131	improve billing	"| Fails (below bar) | Describes a solution instead of a problem (e.g., ""add column X to the dataset""). Too vague to act on (e.g., ""improve billing""). Restates the use case instead of identifying the underlying gap. Contains implementation language (column names, data types, JSON structures) rather than describing what practitioners cannot do. |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Explicit data-value wording	guidelines/contributors/feature-request-triage-guidelines.md	71	72	Committed Use	"> FOCUS should add a `x_DiscountClassification` column with values for ""Committed Use"" and ""Volume Tier."""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
value_high	Same line as explicit value context	guidelines/contributors/feature-request-triage-guidelines.md	71	92	Volume Tier.	"> FOCUS should add a `x_DiscountClassification` column with values for ""Committed Use"" and ""Volume Tier."""	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	81	26	As a / I need / So that	"The use case follows the ""As a / I need / So that"" format. It is scoped to a single capability and describes a practitioner need, not an implementation detail."	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	85	174	I need	"| Passes | Follows the As a / I need / So that structure. Scoped to one capability. Describes what the practitioner needs to accomplish, not how the spec should change. The ""I need"" clause references data or analysis, not spec mechanics. |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	86	188	I need commitment tracking, optimization, and renewal planning	"| Fails (below bar) | Solution-oriented: describes spec changes or column additions rather than practitioner needs. Too broad: bundles multiple capabilities into a single use case (e.g., ""I need commitment tracking, optimization, and renewal planning""). Mixes dimensions and metrics in a single request. The ""So that"" clause is missing or generic (e.g., ""so that I can use the data""). |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
ambiguous	No deterministic value relationship	guidelines/contributors/feature-request-triage-guidelines.md	86	309	So that	"| Fails (below bar) | Solution-oriented: describes spec changes or column additions rather than practitioner needs. Too broad: bundles multiple capabilities into a single use case (e.g., ""I need commitment tracking, optimization, and renewal planning""). Mixes dimensions and metrics in a single request. The ""So that"" clause is missing or generic (e.g., ""so that I can use the data""). |"	skip_guidance_reviewed	Contributor guidance was reviewed separately because its render-safe edits are not manifest-only substitutions.
